,2,3,5,6,10,20,40,50,100,200
3,0.4391646,0.33457604,0.2580792,0.23984641,0.2048251,0.17351311,0.15689719,0.15306947,0.1450028,0.14052871
5,0.36398157,0.30396092,0.24710375,0.22804819,0.18796478,0.15450548,0.13680011,0.13566154,0.124253415,0.12206899
6,0.3685739,0.29499075,0.21797757,0.19604208,0.17821918,0.1435412,0.11137728,0.10711161,0.09778972,0.0925169
7,0.3409482,0.28023145,0.22041701,0.19561309,0.17609163,0.13180879,0.112330325,0.10779473,0.09897774,0.092405714
8,0.3480593,0.27685633,0.21241449,0.1975164,0.16192411,0.13299349,0.11346218,0.10863299,0.09891116,0.09378956
9,0.354093,0.27059814,0.21312502,0.1955633,0.17199263,0.13555506,0.11491279,0.110401,0.09978148,0.09421092
10,0.34651488,0.27147377,0.21284293,0.19606571,0.17064664,0.13715252,0.117859684,0.11212877,0.10255668,0.09627179
11,0.34859318,0.26450518,0.20195153,0.18658243,0.16567552,0.13181426,0.11118851,0.10806225,0.09611648,0.09127966
12,0.3449537,0.26176134,0.20691873,0.1921719,0.16438459,0.13370425,0.1127338,0.10955762,0.098327056,0.093465865
13,0.34233087,0.2675147,0.2044013,0.18422,0.15990043,0.13371846,0.11516198,0.110543415,0.09959141,0.09450372
14,0.34064728,0.27084395,0.20008299,0.17971918,0.15988587,0.12909593,0.109085314,0.103835985,0.09258124,0.08737136
15,0.32818836,0.2698386,0.19748345,0.1827352,0.15963984,0.12757458,0.10672218,0.10110033,0.08976195,0.08360595
16,0.33019283,0.26660055,0.20017329,0.17902853,0.16045937,0.12890205,0.10713083,0.102248065,0.09066552,0.084155224
17,0.33020943,0.264956,0.20124845,0.18081667,0.1618605,0.1290157,0.10998572,0.102376886,0.09306328,0.08475877
18,0.32839856,0.25735518,0.1993781,0.17899226,0.16007878,0.13078304,0.108555265,0.101203494,0.08842689,0.08714967
19,0.3348122,0.25953114,0.19815446,0.17842397,0.15702078,0.12791401,0.10567099,0.10169869,0.09073918,0.08297535
20,0.33263794,0.2568419,0.19970536,0.18247798,0.15556596,0.12484641,0.105955414,0.09981439,0.08945578,0.080494076
