,2,3,5,6,10,20,40,50,100,200
3,11598.624283375593,6344.085092284405,4037.7747248800038,3631.8255316873665,2847.8867506642987,2289.2611066259155,2009.5290316920352,1950.8690605843972,1825.5242232320768,1758.85941885326
5,10460.090112787739,6121.447185468656,3401.5139115407305,2993.7057629345345,2268.1579968783158,1766.377673085015,1523.53551043269,1473.6659338792351,1367.9163142941443,1312.3797952177633
6,10712.957765983208,5720.84628741151,3244.057225669655,2810.278682709482,2117.6351924080045,1628.7753867307383,1396.9394761835754,1348.9343520393115,1248.1953233586992,1195.2565378476063
7,10429.801080213752,5536.096596227117,3163.8149716453536,2705.306175651135,2008.3840400337028,1527.9070589852652,1301.7368229206077,1255.0283957136962,1157.530310455359,1106.7429037333366
8,10325.686268132533,5374.685857289826,3023.7200765028856,2583.9328331715865,1920.2070415836276,1453.513699453935,1230.5231487153674,1184.6637985498796,1089.8962776652284,1040.3124747200527
9,10570.468911800997,5287.063496573371,2928.2965908230826,2490.4843168313523,1853.120832847193,1389.055141261299,1169.9705042852197,1124.9943667485343,1031.943154351963,983.565385119105
10,10600.774490581718,5138.868855098272,2854.6494112558194,2418.9545229082732,1797.328320004306,1334.1881338960518,1118.906188612886,1074.6250126638197,983.3758060893697,936.0050060367336
11,10460.300094938755,4981.746046171686,2744.830961483892,2329.0446046604748,1739.6366255043847,1281.4009674296303,1070.3259501847654,1027.1317513004367,937.5287474606453,891.393805044342
12,10347.463617657246,4855.041300158352,2654.3907965893704,2258.2101314358565,1678.198773998127,1231.128090747451,1025.1955855289175,982.4447163085526,895.3685651182626,850.1351406115873
13,10307.658148827277,4759.960451862599,2584.5700356201783,2198.8302392915302,1620.5345643425958,1186.4575533399734,984.9079823148028,943.2963428481115,857.6143776225148,814.1194288234323
14,10289.039787251051,4666.766255050419,2503.497209591289,2119.381561318041,1570.7962702612106,1143.4263364488284,948.1293116229601,907.217911814558,823.7231868398698,781.0082268370858
15,10170.729808017377,4594.492789450086,2431.34781581444,2047.3500979283942,1523.7891413670384,1106.0574476573247,914.7456100358056,874.8748056074724,793.3333662184551,751.4799537622723
16,10107.236364494138,4533.27057365373,2373.5560451545794,1985.3327526132066,1474.3498106712523,1068.7493225633903,882.2011217625464,843.5359689062254,763.7935114905744,722.83174669555
17,10107.008856953795,4447.656875010392,2315.388126075916,1935.0875010376042,1432.4155180431626,1035.8973847813347,852.2453826135743,814.2965709617488,737.3071424233996,696.8825432022201
18,10088.754504406106,4371.468952772431,2261.3607634337004,1887.8960389354932,1394.7257864957298,1006.1692767408476,826.4774761065427,787.9234936994967,712.2066735478825,674.0929025488063
19,10173.540242283563,4317.029306006595,2205.753004173112,1840.8149791413098,1359.6114363375357,979.3806723999054,802.910892718884,766.6670603025626,692.0963973074446,653.4150708458325
20,10115.961012491316,4244.070302988559,2153.2993907894697,1797.1603889842725,1325.1984494412836,950.3633474126799,779.2390257118376,743.2466560675871,669.9626745780126,632.1361162709283
